,task_name,cam_type,epochs,demo_count,max_eplens,done_count,min_distance,final_distance,dataset_type,mbsize
115,ReachObs_Random,l_shoulder+r_shoulder,200,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",2,0.2774930587792753,0.32958274927581277,obs,64
116,ReachObs_Random,l_shoulder+r_shoulder,200,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",6,0.19494286437301447,0.261793603902725,obs,100
117,ReachObs_Random,l_shoulder+r_shoulder,500,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",5,0.14928176736062854,0.1495462332287602,obs,40
118,ReachObs_Random,l_shoulder+r_shoulder,500,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",8,0.14970374636089953,0.2132789802003736,obs,64
119,ReachObs_Random,l_shoulder+r_shoulder,500,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",4,0.2689161408108771,0.4197222020325359,obs,100
120,ReachObs_Random,l_shoulder+r_shoulder,1000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",5,0.17062053565620267,0.17783238052255662,obs,40
121,ReachObs_Random,l_shoulder+r_shoulder,1000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",5,0.2457534621386825,0.3461174295350065,obs,64
122,ReachObs_Random,l_shoulder+r_shoulder,1000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",9,0.12546306926925616,0.12546306926925616,obs,100
123,ReachObs_Random,l_shoulder+r_shoulder,2000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",7,0.14767270801273563,0.1627727102083881,obs,40
124,ReachObs_Random,l_shoulder+r_shoulder,2000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",7,0.12144022134720178,0.12645342742529997,obs,64
125,ReachObs_Random,l_shoulder+r_shoulder,2000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",5,0.16873635632792533,0.1795116100894077,obs,100
126,ReachObs_Random,wrist,50,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.47671976436181585,0.7614394857578864,obs,40
127,ReachObs_Random,wrist,50,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.47390697447749164,0.7313779140030534,obs,64
128,ReachObs_Random,wrist,50,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",2,0.33733160833053666,0.4359755343414847,obs,100
129,ReachObs_Random,wrist,100,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.48040517739042576,0.688953640550044,obs,40
